address,spot_hype
0x5e1d18fb180a336202c765af804330d737030ec5,11000.0
0x85f63a2e54cc76687bc9ce5237cdd4778288818d,10998.52775491
0x6b5cfc3784e010a8bffabf30fda72297487707b9,10923.59530202
0x7f5674bc1cfd438af00dde5a02df3cdc345ead5a,10878.04623017
0xbbc1ee1fa96d258af56161d3b66a5d07c0afdefa,10845.886164
0x29054963d56291f4c76308a511622380a86fcbba,10817.75170939
0x8ac91a2fba6a3d52df26963e6e671521a70f1145,10816.52290619
0x053ab16a247321e312f3a8a2a0a8abda48707241,10814.92756104
0xefe31cff3d9eca260d5c83e9e12e9e3df547958b,10714.76631572
0x5924a8295baa2f63ff70050205dfc101900ded4f,10711.87503493
0xaeb0791ac2f5fa62891babf69d1445ef094fc176,10700.0002327
0x286b534a51d5dab251746f369bb31126631e316d,10651.97335493
0xe945f35a3ef341ed18e99a266ccba5caaa695cee,10647.7945208
0x3742eb6ccd32ee371405e920302643064dc8cacd,10555.819773
0x08138243c8b2c5bb825763a7b065280a57af79e5,10550.05587046
0xde79e22b1b0b02cdbff3325bfb62dbcf1e65ca19,10521.049896
0xd983da7245bddaf197e795ae91f78fe947194b4e,10519.0
0x5e8ce29a937b36bb1b4319573334a54dd3ffde02,10500.8046117
0x3c66b4d46004afaf5a8a1ab7399c1f5aff89eab6,10499.51
0xa3c1db69e1f36c1a72b65c0ebcfe03e5026e268d,10450.561307
0x2bc9d4fb876b7c79c08ed9e67254a37dbf18f281,10437.68660417
0x5dcf0b820318892b4aafae4aa3099e4b8fe786a7,10401.12154686
0x271a28d3283a7b2cc181642e9bed825f5555634a,10398.82789142
0xa6afc4610acc35afe818df9039baebdf386892c8,10330.09131308
0x5f0b30521fe07aa1adca38da62c1471faa88fd8c,10263.75854289
0x966cf5cd0624f1efcf21b0abc231a5ccc802b861,10241.3089569
0x8dc3f8e1449e56929aa7a721c9082ce4a9771f47,10235.61645084
0x807a2e2e469df84b299da5f90f15dda4380daca1,10179.54080249
0x7b3c5c1ff47fa7817b9212760e6c321880ce9fd8,10177.1401
0x5405450cae1b86581f017d1c35ad954d8703f802,10167.03136303
0x4a40bc93b4c8724b9ba9267587f37e6e80cdb358,10100.00005136
0x0f7173b445ed79f316d9ebf6c3009ab034a2bc7f,10046.404942
0x75cf77ceb7c6521d6815fe574dc1afe34f871e80,10037.40677127
0x70957a1b3f62e457786fecea67b6ebfb17c3b498,10030.81683084
